# {"t_start": 1768293732.3793747, "env_id": "PctContinuous-v0"} 
r,l,t
3.987395,38,13.845963
2.003156,29,27.993841
2.598362,32,41.880133
3.809628,51,64.377305
1.346423,20,71.959009
3.177566,39,89.074156
4.110346,50,108.056751
0.879941,13,113.762836
3.672266,41,130.781289
3.49441,53,152.894039
3.285834,39,168.284986
2.966995,39,183.396207
3.415875,38,197.28279
3.179225,35,211.070516
2.058406,27,221.96943
3.669262,41,239.574629
4.195057,57,266.684872
1.64741,23,275.72991
3.729294,49,297.60529
1.053314,18,304.482283
2.933446,31,317.165252
1.487048,23,326.081186
1.71245,20,335.283769
4.234129,57,360.380722
3.889399,50,381.08449
2.792739,30,394.29564
1.737545,24,403.381784
2.915962,28,413.961417
1.601567,23,422.966288
3.002522,28,433.655513
4.46563,53,453.248573
2.6242,32,465.090273
3.358568,33,477.709139
2.474083,31,490.888015
3.362937,49,511.688633
3.418948,46,530.312755
2.297999,31,542.791059
2.55897,35,557.695365
3.430817,44,575.30821
3.503897,40,592.88274
3.678795,47,611.760345
2.480655,39,627.806828
3.454416,47,647.47078
1.721574,23,657.867259
4.151721,43,676.985857
4.116736,49,697.000355
1.04933,14,702.807255
4.451855,64,728.8772
4.21578,40,744.969802
4.017898,47,763.113457
4.058538,39,778.266631
3.295578,29,790.089105
3.614118,50,810.257674
3.50821,43,827.976635
2.333427,30,840.164131
1.948194,29,852.491452
2.874514,35,867.474637
2.687372,33,881.846812
3.206104,43,899.081189
3.296476,38,913.970889
4.215226,65,940.927988
2.897786,35,955.08102
2.697623,34,969.069108
3.252179,36,983.41411
2.362469,29,996.237627
3.859614,51,1017.470537
2.483726,26,1028.496636
2.663556,38,1043.687681
4.174609,51,1065.862283
3.418257,45,1084.587122
3.175181,40,1101.178443
2.535471,29,1113.278251
2.446704,38,1129.001994
3.437699,45,1145.915896
2.944412,37,1159.385392
2.497702,29,1170.69229
3.226487,35,1184.258736
2.751061,34,1197.663523
3.271568,34,1210.867127
2.202409,30,1223.357051
1.5204,15,1229.266109
3.770388,44,1247.887256
1.357586,19,1256.510076
4.857002,48,1276.385525
4.493704,57,1300.367474
2.347192,34,1313.666164
3.486207,47,1333.461567
1.010091,13,1338.763201
2.55897,35,1352.760061
1.646257,20,1361.558202
2.563416,30,1373.074107
3.80512,49,1393.280893
1.528321,24,1401.960737
2.887217,35,1417.776033
1.721574,23,1427.527311
1.187798,12,1431.960751
3.909062,47,1451.585344
2.584675,30,1463.387717
4.048222,57,1485.21533
0.866204,8,1488.662989
2.668003,28,1500.290708
3.784368,37,1514.664632
3.369078,30,1527.278428
3.614118,50,1547.494584
3.674735,45,1565.760182
2.813888,37,1581.665866
1.835504,27,1592.857046
3.078197,37,1610.000902
3.504809,42,1627.098747
3.871679,51,1648.062204
4.504714,48,1667.226465
3.172753,48,1687.210038
2.713417,34,1701.278408
3.528213,46,1720.674247
1.630113,21,1728.982067
2.781557,32,1743.567705
4.389256,56,1767.680434
3.5156,40,1784.577467
3.498595,49,1804.976654
1.445078,20,1813.505954
2.928053,38,1828.651984
1.324589,20,1837.669756
3.138398,34,1851.103009
1.346429,21,1860.857353
2.899952,35,1874.993852
2.404369,32,1887.686872
2.663301,32,1899.990407
3.71072,42,1916.29064
2.433682,32,1927.571958
0.760954,9,1930.868394
4.754206,65,1956.258619
4.058769,42,1973.101154
3.86292,45,1989.901179
2.259034,27,2000.59399
4.378274,43,2017.179148
1.391741,16,2023.675539
4.458968,62,2048.893597
1.345297,18,2056.98395
2.512585,36,2071.578912
3.508642,44,2088.77793
2.222764,28,2100.184811
