# {"t_start": 1768293732.50751, "env_id": "PctContinuous-v0"} 
r,l,t
2.283509,20,6.633453
0.694838,11,11.128081
4.890743,54,36.050663
3.606371,48,56.743926
1.346423,20,65.347505
1.256643,15,70.844398
2.687372,33,85.353258
3.757627,50,104.842371
1.837319,23,114.544086
3.977305,61,139.842773
2.494451,30,152.132912
2.231662,27,163.448365
3.415875,38,178.246395
2.781557,32,189.864016
3.113932,40,205.435168
4.012867,44,222.395425
4.11909,56,247.554777
3.299216,41,266.955314
3.30372,44,285.053756
2.698961,34,300.241652
2.535471,29,311.946611
3.47989,51,333.029614
3.552019,47,354.064728
3.779777,53,376.046146
2.497702,29,388.564438
0.877722,8,391.750921
1.708183,23,400.743626
2.915962,28,411.453945
2.913665,38,426.360177
2.768986,27,436.2312
3.386706,41,451.535458
2.492209,31,463.061595
3.027431,31,474.945599
3.403301,43,492.650418
1.65931,25,503.565145
3.597023,48,522.982502
2.512585,36,538.331308
2.092976,26,548.434353
3.622649,45,567.243804
1.887484,23,576.839012
2.882748,37,592.888944
0.589079,10,596.532954
2.136253,26,606.656215
3.451133,54,629.653887
3.545028,36,644.645687
3.412681,38,661.176923
0.837377,12,667.02793
1.268137,20,675.975963
3.966993,39,691.828187
4.105897,49,711.534909
4.058538,39,727.440627
0.868968,8,730.622549
2.882144,40,746.656002
2.219541,27,756.438003
2.963779,39,771.467782
1.676571,25,782.548539
2.639881,32,795.149726
2.687372,33,808.451271
3.273304,44,826.530453
2.068463,26,836.929182
2.769273,43,855.769664
1.610774,21,864.537943
1.606991,22,873.535279
4.102481,45,892.437379
1.633903,20,900.743663
3.859614,51,921.548097
2.380306,25,931.532705
3.926569,54,953.574534
2.728004,35,967.755292
2.76215,36,982.032683
2.95843,38,998.656727
3.138398,34,1013.26693
3.217403,47,1032.050229
0.871358,11,1035.85286
2.249953,31,1049.760994
1.959485,22,1058.852777
0.266138,5,1060.81292
2.848438,35,1076.355834
2.429307,24,1086.054787
2.328121,31,1099.083181
3.396415,33,1112.839265
1.246795,19,1119.941777
3.728774,42,1137.252496
2.180155,24,1146.035913
1.391741,16,1151.766178
3.533524,50,1170.75049
2.783854,36,1185.15007
2.512585,36,1198.83367
2.396575,33,1212.343488
2.931912,39,1228.158512
3.92116,45,1246.740515
3.443545,45,1266.253916
2.864275,45,1285.063798
2.887217,35,1299.949077
3.589946,57,1323.480596
1.187798,12,1328.327773
3.247697,35,1342.691203
1.266403,16,1348.232135
2.348511,34,1363.262744
3.966993,39,1378.336879
1.759717,18,1385.635796
3.784368,37,1399.950429
4.52676,44,1419.361645
3.519904,49,1439.161552
4.01298,47,1458.429326
3.238849,44,1475.338463
3.414034,53,1496.97684
3.437524,42,1513.665568
3.588395,43,1530.841551
2.383255,32,1544.059535
3.546811,40,1560.875029
3.304438,49,1581.361424
1.820729,23,1590.565897
2.746743,35,1606.667322
3.285665,37,1621.950922
3.301919,37,1637.257411
2.579657,33,1650.675252
4.343494,48,1669.850244
1.516319,22,1679.547111
2.58518,33,1692.664588
5.064419,65,1720.151673
3.640595,46,1740.155086
3.138398,34,1754.553687
2.446704,38,1771.441899
3.646232,48,1791.360349
2.637362,34,1805.33559
3.711607,46,1824.057551
2.965538,32,1837.946121
2.255241,30,1849.538288
3.271568,34,1864.636667
2.735656,36,1879.140777
3.396415,33,1892.269487
2.973929,38,1907.028926
3.837115,43,1922.197921
2.467932,28,1933.267198
3.872527,49,1952.2622
3.249531,47,1970.866787
3.486207,47,1988.553427
1.361731,18,1995.648495
0.463249,7,1998.539859
2.444195,32,2010.964019
1.744142,21,2019.056109
2.567866,32,2032.48418
0.792359,13,2037.655097
3.454416,47,2057.227797
2.733646,41,2074.078823
3.109323,31,2086.233528
3.412681,38,2101.572474
1.266403,16,2107.94875
3.297569,46,2127.258252
3.421809,33,2140.662108
4.105897,49,2159.601992
4.058538,39,2175.833447
4.621738,45,2193.584425
2.540846,37,2207.164343
4.01298,47,2225.83611
4.603764,64,2250.335714
4.061518,63,2275.459717
2.431873,30,2286.94782
2.57394,31,2299.06257
3.757627,50,2318.737397
4.504714,48,2336.736473
2.589881,40,2351.077317
3.112214,38,2365.158604
3.056794,41,2380.365745
4.48613,47,2399.340806
4.008372,47,2418.58045
3.859614,51,2437.746434
3.882376,42,2454.355111
4.11909,56,2476.957347
4.739305,57,2498.749017
3.817246,50,2519.980052
1.324589,20,2527.762972
2.933446,31,2540.65351
1.761816,28,2552.86714
3.646232,48,2572.540471
4.051748,55,2595.446652
4.231964,56,2617.535461
2.879371,31,2629.63213
3.863468,48,2647.50579
2.429307,24,2655.834224
1.48229,22,2665.040688
3.435824,34,2677.701996
0.942646,15,2683.346426
4.188382,47,2701.151925
3.952963,39,2716.243883
4.781905,60,2739.628958
1.3318,20,2748.152476
0.571836,9,2751.237906
3.302183,44,2769.53593
3.5767,45,2787.33612
2.899375,38,2801.746308
4.387523,50,2821.473624
3.80512,49,2839.956779
2.315697,36,2854.640131
1.957973,24,2863.53879
1.516263,19,2871.660162
1.024272,10,2875.440881
2.782389,28,2886.948336
2.716749,31,2898.158174
4.372967,63,2922.946329
4.623502,45,2939.824934
0.751873,8,2942.389929
4.332821,44,2959.660544
3.455003,31,2971.377789
4.764934,68,2997.537842
2.508625,31,3009.25204
3.399518,46,3027.848669
2.965938,46,3046.330096
3.377232,41,3062.151932
4.915688,58,3083.798542
2.801115,37,3098.132867
2.402532,30,3110.354563
1.968319,29,3121.253809
1.925035,24,3130.644102
3.936741,48,3148.747256
2.336554,27,3159.542205
3.47487,39,3174.865149
4.939313,62,3197.916512
2.562019,28,3208.836069
1.060918,13,3214.127246
2.146626,29,3225.627786
4.567289,59,3251.953737
1.974225,28,3263.465722
4.014365,44,3280.678458
1.853747,30,3293.067945
3.728303,50,3312.000964
1.072413,15,3317.652867
1.760922,21,3326.154884
0.602112,7,3328.781885
3.722248,46,3347.540152
2.61902,25,3356.748398
4.595575,60,3381.167873
3.761723,39,3395.462249
2.27887,30,3407.562569
1.134942,15,3413.347689
1.99806,22,3422.047468
3.975345,50,3441.591874
2.87124,41,3457.785245
3.418948,46,3476.338995
2.297999,31,3488.029428
3.404375,43,3504.534221
4.537391,57,3525.295388
3.331606,37,3539.858577
1.552257,22,3548.348034
3.990449,59,3571.245233
1.957973,24,3581.039449
2.510544,37,3596.575977
3.751039,39,3612.053251
1.595161,17,3618.237689
3.780938,43,3635.11502
2.27081,33,3647.444381
3.923552,38,3663.840135
4.357715,51,3683.748989
4.284641,43,3702.175054
2.772949,24,3711.545426
4.015569,58,3735.989596
3.249082,40,3752.359087
3.303374,45,3770.035467
3.871367,60,3793.783717
1.51654,19,3801.766847
1.534334,20,3809.235064
3.506181,46,3826.863621
3.870509,43,3843.753562
2.589881,40,3860.108897
4.352794,52,3881.132113
5.041791,61,3905.54253
4.48613,47,3924.259752
3.47487,39,3940.162438
4.131123,54,3962.029888
2.922541,32,3974.882638
1.095018,14,3979.963202
4.390727,53,4000.604963
3.978889,53,4021.945142
1.190174,19,4029.530492
4.664687,51,4048.977542
2.172133,35,4062.742322
2.30462,28,4073.658936
1.582424,23,4083.059268
3.748968,47,4102.0046
3.136611,34,4114.236266
0.846829,10,4118.245874
4.026935,42,4134.879613
3.087495,40,4150.232656
3.25579,30,4162.469724
2.632607,34,4176.472507
0.993622,14,4182.353307
3.633883,36,4195.944441
2.319606,27,4207.478061
0.462416,7,4210.144735
4.078923,58,4235.175726
3.343726,45,4252.858623
2.461617,34,4265.866349
3.046034,41,4282.762063
4.785221,54,4304.909511
4.360137,54,4326.364557
4.184769,60,4351.541203
4.48076,59,4374.740345
3.451133,54,4396.656425
2.998427,29,4407.843554
3.366407,37,4423.65423
2.995188,34,4437.738053
2.348511,34,4451.972186
4.623502,45,4470.850651
2.668003,28,4482.350963
1.330935,15,4488.645637
3.987395,38,4504.546395
4.150882,59,4528.657268
4.495246,50,4549.053297
2.963779,39,4564.561168
1.346423,20,4571.440701
3.377232,41,4588.054704
1.496237,19,4595.057173
0.401816,6,4597.328826
3.870509,43,4613.451711
1.882691,28,4624.941805
2.282481,27,4635.932639
1.17137,15,4642.75956
1.89117,23,4651.74075
3.933562,46,4671.453054
5.455426,67,4698.445842
3.882376,42,4715.06774
1.899465,27,4726.055721
2.146626,29,4737.228768
3.86552,51,4757.877746
1.974225,28,4769.938729
2.535471,29,4781.158494
2.446704,38,4797.963441
3.861495,51,4820.441858
3.779777,53,4841.734592
4.659665,62,4866.735931
3.619768,41,4884.441846
2.179762,29,4897.554794
3.591471,38,4912.682872
4.150625,54,4935.552059
4.746689,50,4956.750725
2.178786,28,4968.396131
4.448263,49,4989.640037
4.944444,49,5009.734241
4.30342,55,5032.160379
2.715983,39,5048.051876
3.7107,51,5069.951587
3.64033,50,5090.430198
1.592094,21,5099.352315
2.612675,34,5114.236679
3.648951,42,5130.863911
0.515219,9,5134.349654
3.163024,48,5154.15536
3.222639,42,5172.94563
3.309724,51,5193.547139
2.595573,25,5203.746852
1.967439,20,5211.74969
3.992872,46,5230.035153
2.123273,31,5243.144003
3.680211,36,5258.793757
5.269661,62,5284.75176
4.5512,47,5304.950015
4.52676,44,5323.562206
3.614118,50,5344.377713
4.111287,48,5363.795139
3.809628,51,5385.643159
3.72559,58,5409.779968
4.075162,49,5429.740726
3.588395,43,5449.239566
2.801115,37,5464.72954
4.399524,47,5483.544027
2.159023,32,5497.136199
1.963388,25,5506.632874
4.404118,51,5527.64489
2.656577,29,5539.436388
2.492935,30,5552.053005
4.864488,60,5577.060574
4.343494,48,5596.972752
2.663556,38,5611.975392
1.36968,19,5620.468016
4.404064,58,5644.531685
1.190174,19,5652.054743
0.989641,11,5656.559375
4.178181,59,5682.151223
4.168164,55,5704.95384
2.404369,32,5717.953719
