# {"t_start": 1768293732.5008016, "env_id": "PctContinuous-v0"} 
r,l,t
1.767267,16,5.365938
3.470896,48,26.142964
3.674735,45,45.662645
2.373179,31,60.143699
3.871367,60,84.953231
2.639881,32,97.962124
2.687372,33,110.441916
2.99514,39,126.501349
3.870509,43,144.622469
3.49441,53,166.248018
2.897786,35,180.263647
2.803645,36,193.506975
3.415875,38,207.755766
2.012479,26,218.269141
1.516495,21,227.235174
1.693083,18,234.672173
4.11909,56,260.663052
4.390727,53,283.363735
1.543782,18,291.666791
1.63343,24,302.056304
2.535471,29,313.258813
3.880752,55,336.336314
3.861495,51,358.951973
4.051748,55,381.862514
2.863216,34,396.168981
3.226487,35,409.460698
2.123531,28,420.806661
2.429307,24,429.593368
2.202409,30,440.262709
3.894964,41,456.020254
3.588489,43,472.115496
3.649539,41,489.07724
3.952963,39,505.956168
0.178336,3,507.078387
2.600752,37,521.559629
2.783854,36,537.059234
3.702409,51,557.749104
2.396575,33,571.335914
2.899375,38,587.470664
1.744142,21,596.349444
3.558788,46,614.759956
1.528321,24,624.351211
3.454416,47,644.776266
1.894317,26,656.059966
3.751039,39,673.602613
3.797964,45,692.365812
2.308003,27,703.24416
1.770028,25,713.163858
4.420535,43,730.645642
0.85465,9,734.061675
2.319403,20,742.341504
2.698424,23,750.983211
3.519904,49,769.291179
4.111287,48,789.363365
3.137337,42,806.708447
2.760292,43,824.160984
0.586075,7,826.945439
2.687372,33,840.352239
3.871679,51,862.554261
3.546811,40,879.645586
3.49441,53,901.067846
1.963388,25,911.058409
1.942786,25,921.354922
2.165194,25,931.565268
3.47487,39,947.537949
3.113932,40,963.341212
2.380306,25,973.1535
4.26495,58,998.105168
4.660857,56,1021.747838
3.978889,53,1042.729864
3.640595,46,1062.937158
4.194855,47,1082.710682
2.980036,44,1100.985231
3.552019,47,1119.849326
2.504702,33,1133.976817
3.767299,48,1151.468836
3.396954,37,1165.450413
1.558691,20,1172.946089
3.863446,39,1188.456027
2.541495,33,1201.135643
3.894964,41,1217.645768
3.588489,43,1235.451287
3.649539,41,1253.254758
4.105395,40,1269.657781
1.722853,19,1277.96099
2.142202,31,1291.066764
3.167055,42,1308.78501
2.512585,36,1323.158012
2.12334,27,1334.278087
2.696207,35,1347.94106
2.466322,28,1360.145315
3.299375,43,1377.350028
0.35473,6,1379.319435
1.499065,19,1387.265673
3.354426,52,1408.218357
4.305654,44,1427.256552
2.782389,28,1438.459344
0.776734,11,1441.853785
1.884001,28,1454.457024
3.752172,37,1468.711732
1.452574,15,1474.359144
2.375961,21,1483.063097
4.52676,44,1501.088902
1.810146,26,1511.146873
2.598362,32,1524.268495
1.363266,18,1531.481524
3.12634,48,1551.179785
3.946718,48,1570.490915
2.687372,33,1584.75315
2.99514,39,1602.045657
3.088465,36,1617.457237
2.394142,35,1631.663036
2.176869,26,1642.866029
2.892749,37,1657.551804
4.102481,45,1675.961606
1.705308,21,1684.557618
3.859614,51,1705.676866
3.669262,41,1723.13605
3.790392,52,1745.809644
3.575476,44,1764.847813
4.404064,58,1789.260298
3.640595,46,1808.335574
4.114893,46,1826.849244
2.027737,32,1840.862451
3.707346,49,1861.60304
3.280007,43,1878.914493
1.681263,20,1886.768361
3.226487,35,1900.461101
3.520665,44,1917.057655
2.953733,29,1927.468799
2.328121,31,1939.652528
4.268242,45,1956.94717
4.003193,48,1976.043816
3.140317,36,1989.382328
4.378274,43,2005.666654
2.054222,23,2015.136576
2.538917,36,2030.176455
1.435219,19,2037.655239
2.236125,30,2049.841271
3.269579,42,2066.957415
1.739491,22,2076.15529
3.225538,36,2090.362036
1.303826,20,2098.258897
1.139534,18,2106.186329
4.171008,55,2129.162487
3.649623,58,2152.589533
4.151721,43,2169.545449
3.366407,37,2184.762487
3.780938,43,2201.359202
3.423826,48,2219.072636
4.309922,42,2236.044101
4.357715,51,2255.153856
3.719982,35,2269.372986
2.283509,20,2276.94283
2.477572,36,2290.767523
4.111287,48,2309.355768
3.017579,40,2326.166577
3.871367,60,2347.069041
4.899573,61,2369.336016
3.178192,38,2383.658378
0.680021,10,2387.957851
2.911418,35,2402.153296
3.614307,55,2424.573907
1.925035,24,2433.73974
4.173734,50,2452.557813
3.415875,38,2467.720606
4.457233,53,2489.130202
2.579657,33,2502.373944
2.955736,33,2515.363235
3.965145,55,2538.440301
4.492361,54,2560.963434
5.064419,65,2587.455312
3.409665,44,2605.661225
3.70833,41,2621.943816
4.330731,61,2645.226184
0.628694,9,2648.048393
4.234129,57,2670.269509
2.313867,26,2679.864427
3.582838,40,2696.073226
3.75709,47,2713.186249
2.429307,24,2722.319048
4.048808,53,2742.848201
4.180146,44,2760.059094
3.770388,44,2777.655204
2.492209,31,2790.384221
4.558996,45,2807.852648
4.30342,55,2829.744448
4.367418,61,2853.087471
2.941684,38,2868.165267
2.080276,29,2879.740353
5.054032,61,2903.558458
2.696207,35,2917.87725
3.225538,36,2931.040453
0.568529,10,2934.756384
1.528321,24,2943.268336
2.887217,35,2957.060265
1.684703,22,2965.158057
4.151721,43,2981.260119
4.116736,49,3000.774463
2.534675,29,3012.077671
2.348511,34,3025.447673
5.207823,51,3045.747894
0.85465,9,3049.464174
2.617065,24,3058.739095
3.826371,36,3072.147737
3.614118,50,3090.910161
4.602278,52,3111.719408
4.144502,57,3133.449579
0.22211,5,3135.252217
2.639881,32,3147.837649
4.000581,48,3166.578384
3.061882,40,3181.86247
0.929502,13,3186.373272
3.49441,53,3206.651389
4.458717,53,3227.834375
0.585203,7,3230.655151
4.226446,46,3251.700125
3.386334,38,3266.884481
2.058406,27,3277.4601
2.234325,23,3287.444659
1.899465,27,3297.764351
4.069776,50,3316.962725
1.84069,21,3325.247939
4.73551,57,3348.446241
1.574293,20,3355.757871
3.046689,45,3373.855912
4.424878,59,3396.372055
1.072413,15,3402.338627
1.389286,16,3408.764795
3.868254,43,3425.456266
1.336705,17,3432.255519
3.591471,38,3446.343776
2.82532,37,3461.658661
4.092945,43,3478.78298
4.071512,49,3497.614256
2.259034,27,3508.065719
4.295063,42,3523.25846
2.604187,33,3536.26403
4.367418,61,3558.446732
3.486207,47,3578.278246
0.676018,11,3582.765042
4.409597,55,3604.973431
3.881522,49,3624.849684
1.809078,22,3632.960463
4.22533,52,3652.938363
4.482451,62,3678.068073
2.74691,34,3691.736387
3.589946,57,3715.648623
3.887706,40,3732.592397
4.667682,56,3755.446586
4.159269,48,3773.856784
2.197875,32,3786.2686
2.624677,27,3798.245102
4.859681,57,3820.135207
4.774958,48,3838.559376
4.84215,46,3856.878663
1.777709,25,3867.553654
3.02068,38,3882.467098
0.919654,12,3886.947275
3.189559,49,3907.253977
3.757389,45,3925.265098
3.588395,43,3942.665223
1.660235,21,3951.158679
2.911418,35,3965.450237
1.469829,23,3974.465167
2.96032,36,3988.279291
3.210822,43,4005.254356
2.89367,32,4017.972748
3.035119,34,4031.355058
2.930679,38,4045.745451
4.658508,51,4065.434445
2.9099,41,4082.37534
5.322129,65,4107.648443
3.906899,52,4127.255436
2.53903,33,4140.635054
3.242596,36,4155.047683
1.487048,23,4163.859374
2.119332,25,4174.202213
4.234129,57,4196.872305
2.936181,35,4211.371702
4.672512,56,4235.242689
3.75709,47,4253.956854
2.998996,30,4265.377582
3.387251,45,4283.941397
2.768986,27,4295.150646
4.210264,50,4315.15377
2.830966,34,4328.83707
4.378274,43,4346.987985
4.30342,55,4369.071992
4.14499,57,4391.664798
3.639088,49,4411.390798
1.361731,18,4418.747658
3.106493,40,4435.66095
2.612675,34,4449.663475
3.588726,41,4467.034907
1.926412,26,4477.561003
1.941529,30,4490.387507
3.135526,40,4507.172659
3.398625,53,4528.797221
3.751039,39,4544.676311
3.247697,35,4558.083123
1.417174,17,4565.167648
1.714306,24,4573.761216
3.966993,39,4589.34376
1.962873,20,4596.948525
2.829206,27,4606.586143
1.810757,17,4613.43549
3.662501,51,4634.565284
3.339421,41,4651.455548
4.926406,69,4681.170271
2.965938,46,4699.174599
2.639881,32,4711.954783
3.588395,43,4728.549713
1.971808,25,4738.763633
2.601229,32,4751.247281
2.880894,45,4770.268299
2.494451,30,4782.084196
5.271851,64,4809.946199
2.78669,31,4823.470153
1.182038,15,4829.548867
1.56419,22,4838.56456
3.5156,40,4854.843341
4.11909,56,4878.366643
0.557736,8,4881.355193
4.946783,64,4909.110765
3.72288,47,4928.783535
2.306009,27,4939.867238
2.244792,36,4955.37601
2.52412,30,4967.571398
3.476929,47,4988.161261
1.760922,21,4996.542188
2.149292,23,5005.973874
2.848438,35,5019.851799
3.591471,38,5035.638022
2.541495,33,5049.348095
2.30815,22,5058.857087
1.794865,24,5069.148902
3.649539,41,5085.733914
5.36089,55,5109.241899
1.352141,15,5115.837907
1.609903,24,5125.449602
2.2358,30,5137.388255
2.512585,36,5152.24694
2.461617,34,5166.959262
4.36059,55,5189.853299
1.23271,13,5195.052296
