# {"t_start": 1768293732.4756093, "env_id": "PctContinuous-v0"} 
r,l,t
4.52676,44,16.068934
3.771417,54,41.382268
2.219541,27,52.882712
3.100361,41,70.160218
1.346423,20,78.675345
2.431873,30,91.483638
1.534334,20,99.579586
2.383255,32,112.095357
3.546811,40,128.560997
2.769273,43,146.533155
1.610774,21,155.373537
3.528213,46,173.277774
2.723289,30,184.690672
3.933562,46,202.187704
4.898128,61,226.673185
1.839673,20,234.772128
4.11909,56,261.389304
1.345894,18,269.269383
3.906899,52,291.794669
3.360359,43,309.497067
3.333136,37,323.882754
1.532919,24,334.785377
3.474456,46,355.290677
4.234129,57,378.887408
2.663301,32,392.88184
3.619768,41,408.47965
3.43918,43,425.318345
2.710646,26,434.986407
3.448299,46,452.066145
2.768986,27,461.851141
3.155836,39,476.668278
3.919476,44,495.282535
4.378274,43,513.378114
2.054222,23,522.582647
2.347192,34,537.28397
1.345297,18,543.780113
2.236125,30,556.679138
2.55897,35,570.677656
2.444195,32,584.796968
3.225538,36,599.692315
3.558788,46,617.908567
2.315697,36,633.562225
3.454416,47,653.065841
3.451133,54,677.609563
4.477624,46,696.241092
2.132368,23,705.785232
2.534675,29,717.498736
1.412192,22,725.986582
3.192902,31,738.786057
3.664824,42,754.67153
3.598748,33,767.066506
1.810757,17,773.803394
2.245233,33,787.994941
3.60846,44,805.775859
0.627964,9,809.182841
2.384789,36,824.192238
1.51654,19,831.701231
3.430476,41,849.191193
3.273304,44,867.590025
3.088465,36,883.562528
1.5537,24,893.063629
3.285834,39,908.782302
2.38751,30,921.117733
2.258388,26,931.482242
1.253116,16,938.271105
2.457179,31,950.696413
3.669262,41,967.273224
3.965145,55,990.272524
2.257555,30,1003.130286
3.978889,53,1024.867506
4.945899,59,1049.463337
2.306009,27,1060.479169
2.619237,40,1077.99353
3.15208,39,1094.261527
3.779777,53,1115.432662
3.711607,46,1134.797342
1.545939,15,1140.174122
1.737545,24,1149.072419
2.75632,27,1158.88769
3.087495,40,1173.870762
3.435824,34,1187.706752
4.071512,49,1206.571508
2.830966,34,1220.77663
4.712143,46,1239.575762
3.975345,50,1261.808052
3.679507,52,1283.093167
3.486207,47,1302.915967
2.236125,30,1314.388538
3.106493,40,1331.792419
2.287009,29,1343.481255
3.648951,42,1360.692358
1.721564,23,1369.19512
3.335211,51,1390.490237
1.957973,24,1398.974241
3.948516,62,1426.320522
4.389432,45,1443.263969
4.464061,53,1465.577378
2.534675,29,1476.38597
1.884001,28,1487.892947
2.090768,20,1495.962628
2.270127,26,1506.26418
3.784368,37,1520.890872
1.516063,15,1527.597788
1.917662,27,1538.398671
3.339421,41,1555.259602
3.017579,40,1571.481617
3.083891,47,1591.578922
3.377232,41,1610.203624
2.687372,33,1623.674649
3.871679,51,1644.999738
3.870509,43,1662.171301
2.691999,42,1679.803608
3.025017,37,1694.194112
3.528213,46,1713.367266
3.415875,38,1729.08871
3.800091,44,1748.966632
4.131123,54,1772.549534
4.012867,44,1791.279108
3.88059,53,1812.983838
4.492361,54,1835.287362
4.404064,58,1859.869646
3.72288,47,1878.788259
3.242596,36,1893.097905
2.980036,44,1910.174022
0.628694,9,1913.456011
1.289102,19,1919.961004
3.972363,51,1939.672482
2.679182,29,1950.778219
2.354586,31,1962.984294
1.848887,19,1970.490285
3.087495,40,1985.197518
2.215398,21,1993.866115
4.071512,49,2012.77912
4.756571,51,2033.368716
1.523354,18,2041.465218
2.443413,30,2053.529955
2.662712,38,2069.005831
3.597023,48,2088.162
2.338294,32,2101.159625
2.461617,34,2114.810866
2.444195,32,2128.691963
3.92116,45,2146.783981
2.200351,29,2157.991404
2.864275,45,2176.400136
3.252933,43,2193.519722
4.545152,68,2218.765726
3.662731,37,2234.090424
1.595161,17,2240.278268
1.570886,19,2246.971201
2.940702,42,2264.183747
5.303396,52,2284.444092
4.017898,47,2302.793813
4.452151,46,2321.163979
3.17572,28,2331.775986
4.826681,69,2355.97299
4.01298,47,2373.268676
2.582436,34,2386.679586
1.346423,20,2394.663995
4.075162,49,2415.089799
