# {"t_start": 1768293732.3708599, "env_id": "PctContinuous-v0"} 
r,l,t
3.748629,35,12.686854
3.614118,50,36.495035
3.674735,45,55.294563
3.238849,44,73.596936
2.965938,46,93.094902
2.874514,35,106.598996
1.983305,25,116.792598
2.059557,27,128.394688
3.870509,43,145.812031
3.86628,59,169.684221
2.494451,30,181.890495
3.528213,46,198.585436
3.195424,35,212.308118
3.301919,37,227.818125
3.55055,46,248.215204
3.5156,40,266.910621
3.88059,53,289.296453
3.795707,46,308.799306
3.260389,42,325.428163
3.291021,42,343.684206
1.384894,17,351.779823
3.880752,55,374.997265
3.728303,50,395.868144
3.476929,47,414.173794
4.16867,55,435.121541
3.226487,35,447.678893
1.336705,17,454.497369
3.385148,35,467.504219
2.735656,36,481.415008
2.768986,27,492.869684
3.588489,43,511.094699
0.683794,10,514.993803
4.105395,40,531.386244
2.054222,23,541.068285
3.860972,54,563.094899
4.360984,63,589.291141
2.236125,30,601.870438
2.368299,32,615.023282
2.444195,32,628.078905
1.433153,16,635.371362
3.848789,50,656.262294
3.034739,47,677.664695
2.950197,36,692.643497
3.530068,56,715.247988
3.751039,39,730.784848
4.896086,59,753.459555
2.308003,27,764.483337
2.422606,35,778.365993
3.966993,39,794.033617
4.719449,56,816.767041
1.599597,16,823.389078
3.295578,29,834.998707
3.149504,44,853.989942
3.02068,38,869.899757
2.446248,32,884.378797
3.189559,49,903.585196
4.320475,54,925.586838
3.32749,40,941.730332
2.853918,38,956.785835
2.33251,29,969.135585
3.461617,52,991.117208
2.494451,30,1003.60228
2.931953,38,1019.392159
3.764384,40,1035.088952
1.182038,15,1041.074202
2.058406,27,1053.591168
3.5156,40,1070.472344
3.790392,52,1091.672587
4.069776,50,1112.790395
4.267864,56,1135.776737
3.175181,40,1150.209634
2.193517,25,1159.492872
0.915799,16,1165.789437
1.828864,22,1173.797229
2.637362,34,1187.405578
4.231964,56,1209.182352
2.965538,32,1222.577015
1.708183,23,1231.994421
1.975146,21,1240.590566
3.801454,49,1262.198457
0.657924,7,1264.992589
1.178676,18,1272.388997
3.649539,41,1289.574201
4.295063,42,1306.966764
2.40719,29,1318.987416
3.860972,54,1340.682373
3.770736,52,1362.388082
2.973905,40,1378.420793
3.703936,46,1396.42089
1.739491,22,1404.764306
4.112315,47,1425.890365
3.953338,51,1445.358233
2.612617,42,1463.487191
1.869894,23,1471.889558
1.818051,25,1481.970201
4.014077,41,1498.677214
3.298611,36,1513.013164
3.035784,35,1527.307434
3.297569,46,1545.800808
3.315354,32,1559.206415
4.357715,51,1580.37974
3.784368,37,1595.979835
3.17572,28,1609.128923
2.582324,38,1624.587564
3.50821,43,1642.398129
2.333427,30,1654.4646
2.965938,46,1673.198369
2.874514,35,1687.374312
3.252533,39,1703.692386
0.602454,9,1707.382047
3.546811,40,1724.37567
3.067534,47,1745.221344
2.176869,26,1755.983118
3.416501,44,1775.401762
3.415875,38,1790.987378
1.633903,20,1799.110476
4.131123,54,1820.995442
2.234325,23,1830.892433
3.242406,45,1849.417616
3.503281,43,1868.102625
4.404064,58,1891.27073
2.53903,33,1903.890441
4.114893,46,1920.686964
2.244792,36,1934.613901
3.728303,50,1954.169049
4.710788,64,1979.140919
1.681263,20,1986.121164
3.32538,36,2000.69837
3.384478,42,2016.979451
3.446033,36,2031.574894
2.735656,36,2046.592294
2.663584,26,2057.489264
3.968307,47,2076.401505
2.830966,34,2089.572925
2.876799,30,2101.990599
3.403301,43,2118.987107
4.14499,57,2143.294278
0.821691,12,2148.070393
3.836375,52,2168.67893
2.755173,36,2183.714446
3.881522,49,2202.500257
4.152998,48,2220.195425
3.953338,51,2240.28324
3.335211,51,2260.263821
3.966039,52,2280.794561
