# {"t_start": 1768293732.3830004, "env_id": "PctContinuous-v0"} 
r,l,t
3.369078,30,10.776234
1.479543,22,19.686882
4.01298,47,41.961942
3.100361,41,60.278653
0.890847,14,66.107914
4.274536,53,88.157402
2.687372,33,101.062812
0.879941,13,105.782366
3.870509,43,122.754345
3.769992,58,147.574414
2.282481,27,159.165887
3.936741,48,177.887136
3.195424,35,190.898029
3.933562,46,208.271504
4.525065,57,231.438323
2.234325,23,242.057727
3.88059,53,267.226573
3.673618,45,285.586906
3.86552,51,307.4006
1.745182,26,317.982867
3.333136,37,333.283346
2.788045,41,351.89209
2.07424,24,362.221376
3.406457,45,380.701152
4.416133,58,404.365801
2.879371,31,416.37926
2.255241,30,428.053414
2.915962,28,438.057751
2.735656,36,451.661226
3.46328,35,464.798178
3.770388,44,481.576519
2.294668,28,493.564034
1.99806,22,503.070757
3.872527,49,522.981241
3.860972,54,544.959903
1.776687,23,555.292386
3.836375,52,576.2728
3.08542,39,593.397768
2.400293,31,605.292558
3.104452,34,619.063794
3.558788,46,639.070802
3.534619,53,661.877006
4.171008,55,685.763705
3.888612,61,710.788987
4.305654,44,728.272
3.590286,42,745.387906
1.570886,19,752.268624
1.884001,28,763.392429
3.966993,39,778.562834
3.382735,37,793.792706
1.330935,15,799.575308
3.570157,33,813.077906
1.777709,25,823.494029
4.01298,47,842.753407
2.679712,35,858.187918
1.835504,27,869.175915
3.109701,38,885.902111
3.678118,44,903.041085
2.853918,38,918.467123
3.444715,39,934.595037
3.49441,53,955.853373
1.820729,23,965.259751
2.38751,30,976.609481
1.16049,17,984.173463
2.959322,33,998.777044
1.91612,26,1010.057808
3.033981,34,1023.884882
3.965145,55,1046.007923
3.673618,45,1066.173914
1.543782,18,1073.475094
2.88939,37,1088.692397
4.063807,45,1107.778474
3.950482,56,1130.367481
2.258098,27,1140.890826
3.540298,48,1158.19527
2.366227,27,1168.703869
3.396954,37,1182.954514
3.75709,47,1201.171953
0.197075,4,1202.622756
3.448299,46,1221.673158
1.5204,15,1227.554016
3.155836,39,1243.582355
3.258704,38,1260.98582
3.952963,39,1276.971453
3.106435,39,1293.492967
2.715983,39,1309.467224
2.606813,33,1323.082973
2.973905,40,1339.278634
3.106493,40,1355.363309
2.109875,26,1366.164644
3.104452,34,1379.484153
1.926412,26,1390.362645
2.612617,42,1406.796534
3.222639,42,1425.707818
3.530068,56,1447.761374
3.545028,36,1462.453924
2.782389,28,1473.076664
2.995188,34,1486.78619
1.884001,28,1498.180474
4.21578,40,1514.198038
3.20449,34,1528.169451
1.221066,14,1533.387203
2.283509,20,1541.768355
4.015569,58,1565.32618
3.249082,40,1582.569315
2.813888,37,1598.181154
1.346423,20,1607.566807
3.437524,42,1625.063434
1.413207,18,1632.290936
2.383255,32,1646.001043
3.546811,40,1661.85209
3.067534,47,1681.569532
1.610774,21,1689.173698
2.931953,38,1705.39655
3.721326,39,1722.305932
3.566621,41,1739.870631
4.131123,54,1763.194523
3.5156,40,1779.973966
2.663556,38,1795.977697
1.983383,27,1807.172375
3.978889,53,1828.650528
3.360359,43,1846.488778
3.474724,38,1863.034393
3.217403,47,1882.062651
1.250778,15,1888.066928
