# {"t_start": 1768293732.4653003, "env_id": "PctContinuous-v0"} 
r,l,t
4.412195,42,15.488786
2.245233,33,31.911023
2.395412,29,43.687219
2.582436,34,59.09653
2.319866,35,73.106661
2.639881,32,87.171811
3.93851,47,105.394228
2.105018,28,116.814365
1.003369,14,121.974604
2.394142,35,137.60244
2.282481,27,148.393096
2.697623,34,162.706846
2.44126,28,173.394639
3.035119,34,185.875134
2.71259,35,199.59488
2.380306,25,209.07384
3.965145,55,231.349384
4.739305,57,257.368425
2.356121,29,270.905637
3.291021,42,288.776236
4.194855,47,308.70236
2.980036,44,326.012789
2.437155,29,338.584359
2.504702,33,353.995898
3.711607,46,373.315396
2.879371,31,386.103186
2.848438,35,400.291102
1.492656,15,406.193159
4.048808,53,426.585479
2.537282,24,435.704391
0.863803,14,440.382734
3.346332,39,455.296373
4.295063,42,471.281426
2.776706,35,484.969833
2.142202,31,498.104244
2.783854,36,513.716909
2.909503,39,529.274303
3.106493,40,545.586748
4.249769,53,567.716932
3.019318,33,581.803253
3.558788,46,600.684175
3.379864,52,620.998819
2.887217,35,636.879238
3.530068,56,660.706675
3.545028,36,677.20435
3.53118,41,693.991105
2.040106,24,703.770391
2.855135,41,719.898031
4.309922,42,737.389771
2.888661,30,748.87513
3.642745,34,762.20961
1.359156,14,766.678629
3.662501,51,788.010691
2.925609,37,802.902719
3.303374,45,821.089602
3.563087,56,844.721614
2.639881,32,858.25848
2.88906,35,872.600791
3.644342,49,893.303713
5.319653,58,916.384857
1.175575,19,924.881479
2.713417,34,938.672517
3.056794,41,955.07966
4.226446,46,972.982146
3.035119,34,988.074362
3.55055,46,1008.094954
4.087826,45,1026.085668
3.88059,53,1047.89685
1.741197,24,1057.999773
1.935023,22,1068.209912
1.190174,19,1075.880081
2.306009,27,1086.87489
0.521782,11,1091.180961
3.304645,43,1110.029511
2.504702,33,1122.805444
2.797819,33,1136.410767
3.71072,42,1151.294322
2.499975,33,1164.07974
2.75632,27,1174.090261
3.801454,49,1193.874082
2.30815,22,1201.889707
2.632607,34,1215.800152
2.830966,34,1229.692926
1.873614,20,1238.300377
2.054222,23,1247.592952
2.061209,30,1261.387547
2.606813,33,1274.887519
1.361731,18,1282.174836
2.55897,35,1296.886333
3.622649,45,1314.886037
3.104452,34,1329.695839
3.299375,43,1346.504915
2.864275,45,1365.319863
1.957973,24,1374.897143
3.589946,57,1397.304228
2.375907,23,1406.476826
2.782389,28,1419.501299
2.995188,34,1433.50904
2.615861,38,1448.680556
3.966993,39,1464.38165
4.105897,49,1483.391538
4.058538,39,1499.573689
2.537131,22,1507.80983
3.519904,49,1527.988214
2.598362,32,1541.122791
0.627964,9,1544.504297
1.576151,22,1553.915255
2.431873,30,1565.775164
1.079002,14,1571.598648
4.034675,53,1593.888012
3.296476,38,1611.086241
3.172753,48,1630.592217
0.539025,8,1634.373178
0.692637,8,1637.579151
2.336554,27,1648.931393
1.3626,18,1655.799305
3.113932,40,1672.175488
3.033981,34,1685.98994
4.11909,56,1709.497608
4.560996,55,1732.39822
3.906899,52,1755.504324
3.360359,43,1774.49048
2.535471,29,1786.087227
1.761816,28,1797.985538
2.729568,33,1811.884405
3.738583,52,1833.235491
4.16867,55,1856.078486
2.965538,32,1869.779811
2.433682,32,1882.410299
1.874471,20,1890.470528
3.256697,43,1907.101888
1.5204,15,1912.766339
2.759857,36,1925.682652
1.256292,17,1932.185595
5.282893,54,1952.950496
2.474083,31,1965.210501
1.999466,29,1976.995182
0.854432,13,1981.474928
3.836375,52,2001.262519
3.703936,46,2019.628625
1.739491,22,2028.574855
3.410672,38,2044.769771
2.704188,34,2058.695519
4.482451,62,2083.397198
1.783622,22,2092.000911
3.055175,46,2110.906936
4.151721,43,2129.095764
4.714847,57,2151.907999
3.780938,43,2169.202962
2.940702,42,2186.293656
4.623502,45,2203.123164
4.983087,59,2225.871845
5.122436,51,2245.492056
4.52676,44,2263.115187
4.015569,58,2285.705832
2.598362,32,2297.909562
4.144502,57,2320.685129
1.576151,22,2329.479789
3.078197,37,2342.106349
4.110346,50,2360.291744
3.757627,50,2378.687939
3.444715,39,2394.286111
3.461617,52,2415.910676
1.057057,13,2421.074889
2.966995,39,2435.700047
4.698554,50,2454.981801
2.959322,33,2468.311563
2.12018,28,2479.998554
2.234325,23,2488.798209
4.686033,63,2513.677342
0.754467,10,2517.870087
3.661708,48,2538.107884
4.09142,50,2558.997489
3.062278,33,2572.596761
4.330731,61,2597.684444
3.728303,50,2617.690003
1.319676,20,2625.494477
2.152153,25,2634.569354
2.879371,31,2646.793039
1.671815,22,2654.214196
4.417212,47,2672.684205
2.735656,36,2686.382302
3.648495,37,2700.344814
2.759857,36,2714.42474
2.003129,23,2723.30546
5.122605,52,2743.089721
3.679173,46,2761.641964
4.367418,61,2786.296176
3.770736,52,2806.602527
2.973905,40,2822.076584
2.461617,34,2835.119023
4.862432,61,2858.870074
4.387523,50,2879.118933
2.640465,33,2892.509935
2.315697,36,2906.118286
5.208337,66,2931.186719
3.948516,62,2954.705979
4.389432,45,2971.583987
4.816372,58,2994.078786
4.46949,52,3014.282793
4.177973,59,3038.40974
4.420535,43,3054.693667
3.20449,34,3067.494674
3.077711,30,3078.972188
2.940769,26,3088.795687
4.399675,63,3113.614808
4.602278,52,3133.470465
1.796859,24,3143.086671
2.639932,40,3158.670469
3.377232,41,3174.511337
4.000581,48,3192.297199
2.184528,29,3203.523139
4.1435,44,3220.597456
3.067534,47,3241.804585
1.925035,24,3251.890236
2.509095,32,3264.712901
1.630113,21,3272.873388
1.326989,17,3279.595871
2.579657,33,3293.475158
3.882376,42,3309.002154
2.000901,28,3320.221656
3.673618,45,3338.373178
2.220727,26,3349.095806
4.73551,57,3371.027533
4.114893,46,3388.511278
1.761816,28,3399.688844
3.127266,38,3414.723428
3.116397,40,3430.318707
4.881724,63,3454.584652
4.476938,52,3475.800685
3.111726,38,3490.602633
3.863446,39,3505.539708
1.890715,26,3515.004709
4.180146,44,3531.796444
0.863803,14,3536.999008
3.346332,39,3551.593139
3.633883,36,3565.593451
3.741704,47,3585.00202
1.999466,29,3597.019207
3.860143,53,3617.728709
2.512585,36,3631.759002
3.740864,47,3649.911561
1.45991,19,3657.883833
4.112315,47,3676.516694
2.084119,28,3687.700732
2.864275,45,3707.025543
3.870931,50,3727.192743
2.58782,38,3743.504086
1.767062,16,3750.004828
3.366407,37,3764.109859
3.623656,41,3779.683424
3.953081,56,3803.42092
4.623502,45,3820.387753
2.668003,28,3830.994509
0.897988,12,3835.80395
3.748629,35,3849.702238
4.764934,68,3877.897443
4.602278,52,3898.286695
3.177207,43,3915.411938
1.948194,29,3927.08031
3.946718,48,3946.944344
4.110346,50,3967.106943
4.891619,64,3991.064053
4.663958,50,4011.190935
1.664697,25,4021.902375
3.876982,45,4039.084574
4.404118,51,4058.896479
4.102481,45,4076.312374
1.633903,20,4084.599104
4.389256,56,4106.493049
4.427499,49,4124.982177
3.965145,55,4147.102709
2.061145,28,4158.380143
3.282952,43,4175.72523
3.72288,47,4194.287119
4.063807,45,4212.3853
4.801721,67,4240.511776
3.552019,47,4258.695032
2.74453,35,4273.113691
4.16867,55,4296.34363
4.266549,49,4315.688122
3.75709,47,4335.070001
3.446033,36,4350.090326
4.616343,61,4374.17191
4.268242,45,4391.8754
4.339628,52,4412.987827
4.966383,54,4435.381084
2.467932,28,4447.590382
2.40719,29,4459.275378
3.860972,54,4482.190693
3.351234,45,4500.918149
1.361731,18,4508.288251
2.264893,29,4520.221495
2.287009,29,4532.100856
1.310316,14,4537.7833
1.552257,22,4546.494909
2.612617,42,4563.288382
3.222639,42,4579.618417
3.398625,53,4599.872181
4.477624,46,4617.035968
2.334034,26,4627.692067
4.23753,49,4648.49606
1.884001,28,4660.099524
2.530797,26,4671.104734
