# {"t_start": 1768293732.450572, "env_id": "PctContinuous-v0"} 
r,l,t
3.295578,29,10.415112
3.33361,46,32.00869
2.821706,36,46.820448
3.399518,46,67.00545
3.235086,50,88.231979
3.377232,41,103.915524
1.687989,21,112.589744
3.273304,44,131.005203
1.147224,16,137.489573
1.760391,26,148.126197
2.446531,29,160.315128
4.173734,50,179.893207
3.285665,37,193.412346
2.959322,33,206.23925
4.389256,56,228.601615
2.153395,22,238.339399
1.899465,27,250.71651
3.673618,45,271.428583
3.978889,53,294.298265
0.608462,14,300.203884
3.333136,37,315.048234
4.267655,60,339.803839
3.707346,49,362.137132
2.944412,37,377.30647
3.767299,48,397.24907
3.226487,35,410.901795
2.848438,35,424.310361
2.429307,24,433.438692
4.150625,54,453.595537
2.30815,22,461.605058
2.632607,34,474.731274
2.830966,34,488.31458
3.952963,39,505.300841
3.206018,41,521.707198
3.127073,45,540.59843
2.980365,39,556.711702
2.512585,36,571.006959
3.106493,40,588.189039
3.430817,44,605.74443
3.331606,37,620.72185
3.678795,47,641.487789
3.990449,59,667.496783
3.454416,47,687.10199
3.728995,59,711.414108
2.01858,20,719.200672
3.412681,38,734.747811
2.584675,30,746.886185
2.709162,39,761.809123
4.623502,45,779.225489
4.105897,49,799.088844
3.784368,37,814.541268
2.940769,26,824.989603
3.614118,50,846.089686
1.895544,22,855.111736
2.373179,31,868.206576
1.346423,20,876.705038
3.078197,37,892.324386
3.178192,38,907.716082
3.273304,44,925.712684
2.068463,26,936.617153
1.5537,24,945.896545
1.390456,16,952.32051
2.231662,27,963.085353
3.195424,35,976.492772
2.781557,32,991.208289
1.390271,19,999.190851
3.669262,41,1016.208822
1.899465,27,1027.519384
3.673618,45,1045.704641
3.260389,42,1064.231282
1.554894,23,1074.043615
3.333136,37,1089.007818
1.853747,30,1101.389195
2.258098,27,1112.902225
2.846919,36,1127.616196
3.487794,43,1144.012398
3.868254,43,1159.562832
2.433682,32,1171.70561
1.79398,18,1178.492925
2.670458,35,1192.988619
3.828825,40,1208.487474
4.266025,51,1229.293834
2.066502,24,1239.4178
3.633883,36,1255.191745
5.27122,65,1282.018023
2.715983,39,1298.889599
3.770736,52,1320.113704
2.973905,40,1336.351408
3.150256,41,1352.506772
1.45991,19,1361.006723
2.517822,29,1372.227571
3.299375,43,1390.026965
3.922651,58,1413.797661
1.957973,24,1424.307218
1.642816,21,1432.489432
4.151721,43,1450.208806
3.456721,39,1465.828924
3.147861,36,1479.20575
2.478561,36,1494.146826
3.752172,37,1508.488228
3.664824,42,1525.86737
4.332821,44,1543.789562
4.52676,44,1562.013876
1.917662,27,1572.907887
3.02068,38,1588.793611
3.948927,54,1612.886855
2.594785,39,1628.821642
3.865738,47,1648.304852
3.504809,42,1665.392351
3.152074,42,1683.048203
4.242799,45,1701.210843
3.581335,54,1724.143794
2.675752,33,1738.311471
3.010364,40,1755.654444
3.285665,37,1771.996193
2.012479,26,1782.507154
4.939313,62,1808.285058
3.033981,34,1822.01034
3.790392,52,1843.511812
4.560996,55,1867.194891
3.978889,53,1888.211233
3.409665,44,1905.409527
3.138398,34,1918.201408
4.267655,60,1940.901284
0.871358,11,1945.208459
3.078308,39,1960.034299
3.972363,51,1980.125237
4.43146,51,1999.833814
2.433682,32,2012.23033
4.026935,42,2028.924411
2.488569,32,2042.729575
4.461316,46,2061.310736
3.527157,42,2078.127204
4.448263,49,2097.285246
3.952963,39,2113.505769
3.156009,40,2130.729598
0.544001,9,2134.103878
3.597023,48,2153.541514
3.64033,50,2173.634027
1.473826,20,2181.911909
3.881522,49,2200.85095
2.517822,29,2210.926897
3.953338,51,2231.62243
3.335211,51,2250.906742
4.171008,55,2272.829588
2.68449,40,2288.13311
3.545028,36,2302.300248
4.943862,60,2326.576883
3.147861,36,2338.917443
1.217867,19,2345.798331
4.623502,45,2362.013275
2.888661,30,2373.018523
4.332821,44,2390.612886
4.971514,48,2410.233336
3.519904,49,2429.947614
2.598362,32,2442.01859
2.059123,27,2452.011195
2.319866,35,2465.931591
1.794372,22,2474.690041
3.761345,45,2492.407757
1.971808,25,2502.798977
1.76499,22,2511.42194
2.321192,34,2525.510439
2.282481,27,2536.811369
2.343297,29,2549.195904
2.165194,25,2559.415035
1.8202,23,2569.088989
1.91612,26,2579.995711
1.693083,18,2586.801147
4.420554,60,2611.39881
1.983383,27,2622.192877
3.978889,53,2642.249642
3.72288,47,2659.107714
3.70833,41,2675.52927
4.014561,57,2697.510462
3.646232,48,2715.646415
4.051748,55,2736.905415
3.972363,51,2756.93991
2.879371,31,2769.811094
3.722248,46,2788.123684
2.429307,24,2796.865563
0.443643,7,2799.597686
3.435824,34,2813.184087
4.46563,53,2833.679211
2.203281,26,2843.718377
5.122605,52,2863.991717
4.30342,55,2886.892672
5.226348,73,2915.092645
3.418948,46,2932.333586
1.361731,18,2938.994309
2.857571,38,2952.893629
4.097276,50,2971.98947
1.95512,24,2980.785652
4.689096,57,3003.194154
3.990449,59,3026.394393
1.957973,24,3036.801588
3.309724,51,3056.536888
4.477624,46,3073.378485
3.975921,48,3091.511642
2.534675,29,3103.907954
2.526506,37,3117.927917
4.623502,45,3135.000285
2.002029,21,3143.208539
1.330935,15,3148.811659
3.826371,36,3163.085449
4.764934,68,3188.709605
2.219541,27,3199.194134
2.582436,34,3212.507448
4.251396,65,3240.398503
3.109701,38,3256.708443
4.110346,50,3275.796401
2.99514,39,3292.48457
3.870509,43,3308.202051
4.538712,69,3335.706506
0.944446,12,3340.797565
2.343297,29,3352.211887
4.698554,50,3372.000431
1.182038,15,3378.00206
2.058406,27,3387.801316
1.324532,14,3393.212927
2.625536,37,3408.022259
4.492361,54,3429.11278
3.906899,52,3448.924441
2.373888,31,3461.808892
1.574293,20,3469.915964
3.55526,52,3490.214529
2.591692,31,3501.708444
1.548676,22,3510.421123
2.546727,30,3521.311439
2.965538,32,3533.61703
2.433682,32,3545.804622
3.164365,32,3557.200337
3.190724,41,3574.593478
