# {"t_start": 1768293732.4341834, "env_id": "PctContinuous-v0"} 
r,l,t
1.516063,15,4.905614
2.477572,36,19.567348
4.01298,47,41.41893
0.980926,13,46.732617
1.168611,17,54.432858
3.377232,41,71.519092
2.057207,26,83.030618
2.801115,37,98.20657
1.460236,20,105.528351
1.78628,27,116.417585
3.468514,42,134.184515
4.173734,50,155.011037
3.195424,35,168.737916
2.781557,32,181.306274
2.930679,38,195.201735
3.369545,38,210.050047
4.26495,58,233.517991
3.950125,48,255.710313
4.404064,58,281.339514
3.966589,49,302.929049
1.49939,19,310.33177
2.980036,44,328.032324
2.660772,32,341.905179
2.404369,32,356.532501
3.972363,51,377.727848
3.136611,34,392.426609
3.722248,46,410.217393
3.271568,34,423.235695
2.202409,30,434.623808
1.045055,11,438.231335
3.386706,41,453.938
3.728774,42,469.62091
3.633883,36,483.433814
4.653543,59,509.032346
3.767306,53,530.842304
3.597023,48,550.223649
2.909503,39,566.70647
2.755173,36,582.053098
1.294283,17,588.520742
2.202726,25,599.122962
1.926412,26,609.419174
2.937587,46,628.630365
3.222639,42,646.425937
3.589946,57,672.332371
3.109323,31,684.615896
3.797964,45,703.429227
1.953911,23,712.628068
2.526506,37,727.68043
3.966993,39,742.998728
3.382735,37,756.910882
4.058538,39,771.826784
1.359156,14,778.011545
3.149504,44,796.127573
4.01298,47,815.336016
1.994373,26,825.838199
0.680635,12,830.300556
1.167466,13,835.619416
2.687372,33,849.924674
2.496036,33,864.211485
2.911418,35,879.103895
3.359868,50,899.542182
2.96032,36,913.734535
2.966995,39,930.271184
3.415875,38,945.31819
1.633903,20,953.414681
4.131123,54,974.52196
4.343494,48,995.830144
2.663556,38,1012.266585
1.445078,20,1020.35335
3.30372,44,1037.127001
2.806002,35,1053.217131
1.9222,23,1062.427312
3.47989,51,1084.015157
4.342601,57,1108.440542
2.846919,36,1122.412542
1.642995,19,1130.33598
3.136611,34,1143.229452
1.708183,23,1151.55492
4.271868,45,1168.623106
2.541495,33,1181.33809
3.328537,32,1194.248151
4.003193,48,1213.033121
2.830966,34,1226.601653
4.378274,43,1244.415637
3.156009,40,1262.528369
1.609903,24,1272.447494
3.860143,53,1294.650664
3.702409,51,1314.928157
2.314684,30,1328.030352
1.901555,25,1337.596056
3.148448,35,1351.60772
3.953338,51,1372.435262
1.33586,21,1381.128529
1.957973,24,1391.126791
