# {"t_start": 1768293732.4889903, "env_id": "PctContinuous-v0"} 
r,l,t
2.940769,26,9.261694
2.066126,30,21.75653
3.201909,39,40.380703
3.399518,46,60.649081
1.168611,17,67.279361
3.757389,45,86.486459
2.57394,31,98.848759
2.853918,38,113.656608
1.147224,16,119.472415
2.394142,35,135.091275
2.176869,26,145.547638
3.129101,42,162.975713
2.258388,26,173.089069
4.713841,55,193.610009
4.349279,55,215.105758
3.5156,40,231.354253
4.544511,62,260.128417
2.58518,33,274.680699
3.260389,42,293.099616
3.409665,44,310.991474
0.635744,8,314.267639
0.651668,13,319.37205
0.628694,9,322.534801
2.027124,28,335.181316
1.199331,14,340.74895
4.476938,52,363.900935
2.04634,27,375.363538
3.271568,34,389.767322
1.890715,26,399.857158
2.215398,21,408.071507
0.942646,15,413.964698
2.203281,26,424.12546
3.027431,31,435.645885
4.30342,55,456.288985
4.092505,56,477.189323
1.229239,17,483.956577
1.930397,26,495.276945
2.092976,26,506.960589
2.612675,34,519.777864
3.648951,42,537.973911
3.558788,46,556.572077
1.817378,28,568.087252
1.783622,22,577.158008
2.350758,34,591.973934
3.751039,39,606.908904
2.132368,23,616.783188
2.534675,29,629.051917
2.123273,31,642.191172
3.680211,36,657.785175
4.719449,56,681.759176
3.784368,37,697.447886
3.987395,38,712.960698
4.015569,58,736.256651
4.111287,48,754.511331
3.606371,48,773.496921
1.346423,20,781.97164
3.301378,40,798.193637
2.687372,33,811.286477
2.801115,37,826.581775
2.753222,33,840.096565
2.99416,46,860.195589
2.713417,34,873.864731
1.606991,22,884.062649
3.415875,38,898.960704
2.362469,29,910.966611
2.930679,38,926.270646
1.839673,20,934.57071
3.498595,49,954.256424
2.98388,38,969.584076
3.86552,51,991.393162
3.409665,44,1009.782029
1.9222,23,1019.365956
1.711824,27,1030.394974
1.71245,20,1037.47161
2.504702,33,1052.473099
2.567825,31,1066.084805
3.396954,37,1081.467566
2.848438,35,1095.670504
3.446033,36,1110.954636
1.48229,22,1119.178214
2.215398,21,1128.589085
3.588489,43,1144.522891
2.830966,34,1156.76895
4.378274,43,1173.167952
4.30342,55,1195.282799
2.904656,42,1211.653457
3.285062,44,1229.785141
2.338294,32,1242.869875
4.018852,51,1265.151559
2.32999,30,1277.6823
3.019318,33,1291.352219
2.882748,37,1306.989508
3.379864,52,1328.475363
1.869894,23,1337.252794
3.948516,62,1363.173381
2.998427,29,1374.546839
3.366407,37,1389.472311
1.797831,21,1397.275436
4.177973,59,1422.977823
3.421809,33,1436.212147
2.270127,26,1445.855386
4.332821,44,1464.563102
3.17572,28,1474.984905
2.187442,32,1488.012274
2.508625,31,1500.550951
3.238849,44,1517.707193
1.948194,29,1529.778871
4.243138,52,1551.146079
1.496237,19,1559.076083
3.757627,50,1579.868899
4.964592,54,1603.365596
0.89029,14,1609.767172
2.176869,26,1620.166733
2.966995,39,1636.578454
3.285665,37,1651.49477
1.861723,24,1661.573807
1.356468,18,1668.381186
2.105819,21,1677.270736
2.364782,33,1690.271592
3.673618,45,1709.597058
2.836687,37,1725.081367
3.291021,42,1743.670599
2.933446,31,1756.768687
2.788045,41,1774.89553
3.474456,46,1794.149693
1.582424,23,1802.967188
1.959485,22,1812.675908
2.24091,25,1822.265827
3.863468,48,1842.355755
1.874471,20,1850.450043
3.672573,48,1871.0774
4.461316,46,1889.566228
1.580882,22,1897.874677
3.837115,43,1914.753671
4.378274,43,1930.076927
3.106435,39,1945.660068
4.14499,57,1967.472278
3.189276,43,1983.570971
2.236125,30,1995.570527
1.097825,15,2001.27262
2.899375,38,2016.560735
4.112315,47,2035.573289
1.926412,26,2046.371312
1.460429,23,2055.97911
3.355809,45,2074.379153
3.530068,56,2096.270752
2.91815,28,2108.087084
3.53118,41,2125.069366
2.716749,31,2137.747681
1.714306,24,2147.560643
2.303527,22,2156.152924
2.888661,30,2168.275189
4.180229,41,2185.15029
4.621738,45,2202.272407
2.779396,39,2216.461923
