# {"t_start": 1768293732.4161558, "env_id": "PctContinuous-v0"} 
r,l,t
1.516063,15,4.830431
1.777709,25,14.844263
3.249082,40,34.045979
0.627964,9,37.819933
3.291866,51,60.252244
2.775138,33,73.161517
1.846221,22,83.168334
2.021925,26,93.658949
2.753222,33,106.269283
0.940899,15,112.543664
1.390456,16,118.525513
1.518281,21,127.750635
4.226446,46,146.722873
3.47487,39,163.162076
1.56419,22,171.352493
4.087826,45,188.050258
2.101078,29,199.661063
4.560996,55,221.049417
3.729294,49,242.756212
3.409665,44,263.235013
3.474724,38,279.043134
3.780095,54,302.745211
3.15208,39,318.489508
3.540298,48,338.371101
3.972363,51,361.37206
1.815931,18,368.450181
3.75709,47,388.340421
3.591471,38,403.431076
2.735656,36,417.545074
4.058769,42,433.651659
1.580882,22,441.036486
1.705316,20,448.821149
3.20875,32,460.871569
4.30342,55,481.925432
2.904656,42,499.847247
2.606813,33,514.160967
2.236125,30,525.635355
2.55897,35,540.737979
1.901555,25,550.520202
3.331606,37,566.225367
3.80512,49,586.856822
2.937587,46,605.357903
0.737337,13,610.838232
3.055175,46,630.178684
2.91815,28,641.931289
3.590286,42,659.977043
3.147861,36,676.182151
2.940702,42,693.75642
2.502122,25,703.75101
3.58402,40,719.761017
4.332821,44,737.739878
3.17572,28,748.765476
3.614118,50,767.040398
2.508625,31,780.364549
1.698806,23,789.651998
2.639932,40,805.761566
2.431873,30,817.837677
2.687372,33,831.238111
2.059557,27,842.731291
3.870509,43,861.212695
3.49441,53,884.153503
1.820729,23,893.134557
2.627156,33,906.474906
3.195424,35,920.658731
3.47487,39,936.850917
3.460392,45,954.859259
2.562019,28,966.354701
1.37954,19,973.256308
3.673618,45,992.954439
3.146903,40,1010.173414
3.640595,46,1028.966741
1.384894,17,1034.936852
3.394454,49,1056.288527
2.861986,34,1071.051269
4.368296,59,1095.206086
3.467042,42,1113.023043
2.965538,32,1126.05251
3.722248,46,1143.655923
1.197508,11,1147.447856
2.202409,30,1158.65182
2.30815,22,1167.122687
4.711464,56,1188.623235
3.728774,42,1205.000322
2.467932,28,1216.428772
3.539231,44,1234.850349
3.679507,52,1257.542446
4.11553,59,1281.740793
4.166163,56,1305.181164
3.08542,39,1321.469299
2.773112,36,1335.839227
3.825462,44,1353.527859
1.552257,22,1363.159583
2.864275,45,1380.855568
3.454416,47,1399.007905
3.530068,56,1424.187402
4.151721,43,1440.43987
3.590286,42,1458.255792
2.242404,26,1468.365494
4.177973,59,1491.333041
3.421809,33,1504.655721
2.668003,28,1515.851038
4.058538,39,1531.962424
3.455003,31,1544.536537
3.662501,51,1565.543501
4.111287,48,1585.587645
4.144502,57,1610.738829
2.594785,39,1627.196663
2.639881,32,1640.284576
3.430476,41,1656.737373
0.602454,9,1660.437574
2.402532,30,1672.629911
4.710572,71,1702.037576
2.494451,30,1714.76331
2.697623,34,1728.564647
2.89367,32,1743.252678
2.362469,29,1755.527467
4.728371,59,1780.622254
1.324532,14,1786.758227
2.9099,41,1803.546347
0.754467,10,1807.935571
1.227823,15,1814.042102
1.053314,18,1821.130926
1.041967,12,1826.135503
2.244792,36,1841.696323
3.304645,43,1860.092994
1.767563,25,1870.05024
4.416133,58,1893.150208
0.322996,6,1895.229458
3.863468,48,1913.877006
4.094192,43,1929.460944
3.851921,50,1948.843492
4.268242,45,1966.214457
0.461493,8,1969.434686
3.649539,41,1984.860543
2.467932,28,1996.028978
1.498962,17,2002.245402
2.347192,34,2016.246077
3.022397,40,2032.540379
2.236125,30,2044.939167
3.150256,41,2061.74504
4.197404,52,2082.735079
3.92116,45,2100.651239
3.953338,51,2121.169882
2.229752,35,2136.278639
2.887217,35,2150.321457
3.589946,57,2173.237513
1.365218,14,2178.641173
4.464061,53,2199.654125
2.040106,24,2207.944508
4.50787,65,2234.142805
4.623502,45,2250.737719
4.105897,49,2270.732322
2.75458,26,2280.740684
2.860253,25,2290.357233
3.519904,49,2309.247444
4.602278,52,2329.923656
4.144502,57,2350.042199
3.871367,60,2372.05608
1.408381,17,2378.043269
4.110346,50,2398.431674
4.034675,53,2419.95007
1.388857,19,2428.059438
3.581335,54,2447.970582
2.494451,30,2460.047911
4.173734,50,2480.230169
3.764384,40,2495.453588
3.566621,41,2512.031443
2.71259,35,2526.733957
4.255301,47,2546.442595
4.544511,62,2572.131157
4.739305,57,2595.722883
2.659258,34,2609.632021
3.175181,40,2625.259954
2.193517,25,2634.240647
2.934841,43,2650.254571
3.552019,47,2669.146645
2.637362,34,2681.34478
3.972363,51,2700.729116
3.582838,40,2716.221127
2.354586,31,2728.248512
3.070752,31,2740.221107
3.256697,43,2757.260464
3.25579,30,2769.929633
3.968307,47,2788.560432
3.258704,38,2803.033834
2.876799,30,2814.856536
2.40719,29,2826.551376
2.061209,30,2837.231925
3.022397,40,2853.442081
4.166163,56,2875.531793
4.018852,51,2895.562853
4.197404,52,2916.136504
1.95512,24,2925.028167
3.953338,51,2943.479652
2.375358,37,2958.225724
2.430397,29,2969.253198
2.316698,33,2981.422842
3.422902,34,2994.849364
4.816372,58,3017.241124
4.23753,49,3037.760266
3.266043,45,3054.953094
4.623502,45,3071.633312
4.105897,49,3090.121653
3.849657,38,3105.948152
4.971514,48,3123.96196
4.015569,58,3146.419099
4.111287,48,3164.787196
0.627964,9,3168.52535
3.414034,53,3188.354183
3.109701,38,3203.045426
3.588395,43,3220.042319
4.460887,58,3245.466672
2.911418,35,3260.019163
1.137437,18,3266.942168
1.785485,22,3275.732813
4.404118,51,3296.348966
3.415875,38,3310.645698
4.416426,52,3331.372058
3.859614,51,3352.033185
3.669262,41,3367.533411
2.000901,28,3379.258267
1.829094,25,3388.228298
3.978889,53,3408.917667
3.291021,42,3425.731121
4.063807,45,3442.828994
2.934841,43,3460.264417
3.474456,46,3478.548641
3.779777,53,3498.832338
2.936181,35,3512.353727
3.226487,35,3524.859312
3.863468,48,3543.405174
0.532956,7,3546.006259
3.947104,52,3566.11917
1.768311,16,3572.743823
4.604591,54,3595.062579
2.203281,26,3605.3529
4.295063,42,3621.957524
2.56148,32,3634.327028
4.367418,61,3658.242585
3.418948,46,3676.567516
1.453186,19,3684.244563
3.957382,50,3705.406304
2.287009,29,3717.050709
3.104452,34,3731.035543
3.299375,43,3749.672804
2.864275,45,3766.98735
1.20365,17,3773.232125
2.316698,33,3786.039777
4.804158,48,3805.943663
0.415459,4,3807.24013
3.780938,43,3823.841936
0.820641,13,3828.853004
3.315354,32,3841.870263
4.528834,53,3863.345971
4.855927,49,3882.419873
2.940769,26,3892.948072
4.610984,66,3919.244042
3.249082,40,3935.749682
4.52159,62,3961.050304
1.346423,20,3969.340984
4.450139,55,3990.088373
2.88906,35,4004.028452
1.787251,23,4013.124828
2.284922,28,4024.548293
1.882691,28,4035.456252
1.057057,13,4040.344678
1.17137,15,4045.733981
3.922458,42,4062.447564
2.362469,29,4073.734147
1.390271,19,4081.534331
3.669262,41,4098.045062
3.88059,53,4117.964529
3.673618,45,4135.629045
3.605339,47,4154.482383
4.323902,52,4174.931386
3.70833,41,4191.345322
4.330731,61,4216.179103
4.168164,55,4239.355577
2.846919,36,4254.058353
4.553317,60,4277.86346
2.879371,31,4290.548765
2.04634,27,4301.94757
4.365744,46,4319.94785
4.68334,63,4346.4436
1.5204,15,4352.258191
3.588489,43,4369.276357
3.951216,45,4386.8505
