# {"t_start": 1768293732.4832628, "env_id": "PctContinuous-v0"} 
r,l,t
2.467407,21,7.478942
2.003156,29,18.862204
3.50821,43,39.372889
0.919654,12,43.968823
0.555396,11,48.67536
3.109701,38,65.892534
2.203388,28,77.070659
0.879941,13,83.063626
2.802064,34,96.895658
4.28359,66,122.181044
2.494451,30,135.970119
4.173734,50,156.469838
3.969317,43,173.28749
1.705308,21,181.76718
3.55055,46,198.664654
3.5156,40,214.18048
2.625536,37,229.778029
2.146626,29,242.664344
3.906899,52,267.058105
1.821005,27,277.877391
2.933446,31,291.760159
2.934841,43,309.502531
2.437155,29,320.777286
3.601387,49,341.776712
4.055935,52,365.003536
3.136611,34,378.871097
1.336705,17,385.973026
3.271568,34,399.760343
3.571587,47,418.165393
3.68938,38,432.784871
2.228494,29,442.989551
2.830966,34,456.172872
3.952963,39,470.861798
2.319606,27,481.259802
1.748506,26,492.458787
2.299066,31,505.984697
2.512585,36,519.763182
2.333988,31,533.382237
3.881522,49,553.06344
1.809078,22,562.493055
3.558788,46,582.003098
1.33586,21,590.384372
1.746621,21,599.387121
3.398625,53,620.022208
3.016484,30,633.582574
3.590286,42,651.235703
3.780938,43,670.763021
1.412192,22,679.473307
3.966993,39,695.767709
1.452574,15,702.060516
2.75458,26,712.701283
3.826371,36,726.852487
2.540846,37,742.094426
2.641144,33,754.396828
2.124504,28,765.292595
2.897898,45,783.662913
3.024475,36,798.08095
3.504809,42,815.164788
2.496036,33,828.476762
3.870509,43,846.672179
0.89029,14,852.359542
2.713417,34,867.074349
1.942786,25,877.56602
4.102481,45,896.479314
3.877515,45,913.85426
2.518019,32,927.593428
2.955736,33,940.968811
4.488535,61,965.90321
4.492361,54,988.347085
1.15786,14,993.960754
1.821005,27,1005.458115
2.535471,29,1017.35541
3.046689,45,1035.289256
3.127266,38,1052.222078
2.637362,34,1066.767356
2.313867,26,1077.494339
0.877722,8,1080.775569
3.520665,44,1098.867045
2.429307,24,1109.352643
3.087495,40,1125.760885
3.435824,34,1138.877079
2.632607,34,1151.196369
2.492209,31,1162.974685
3.952963,39,1177.371817
