# {"t_start": 1768293732.3916912, "env_id": "PctContinuous-v0"} 
r,l,t
1.359156,14,4.565023
3.771417,54,28.352152
3.674735,45,47.298327
3.238849,44,67.172385
1.948194,29,78.863194
2.431873,30,91.64736
2.687372,33,104.361478
4.034675,53,125.245361
4.1435,44,144.552745
2.615722,41,161.490697
2.494451,30,173.172111
3.129101,42,188.677561
2.44126,28,199.560369
3.566621,41,215.353419
3.234559,41,232.545465
3.5156,40,250.465199
4.420554,60,277.356057
4.069776,50,299.552299
1.935023,22,308.177965
1.974225,28,319.458088
3.062278,33,333.454427
3.47989,51,356.072767
2.729568,33,369.688893
2.404369,32,382.96518
4.231964,56,405.949276
3.136611,34,419.15674
2.848438,35,432.580207
1.302017,12,436.558436
1.890715,26,446.185634
2.768986,27,456.654776
3.588489,43,472.869158
2.830966,34,486.048428
4.105395,40,503.453587
2.809111,36,518.07019
3.127073,45,537.395194
2.980365,39,552.984989
3.226179,43,570.476344
3.957382,50,591.953027
2.32999,30,603.86223
3.825462,44,621.07739
3.80512,49,642.799473
0.35473,6,645.059585
3.768687,49,667.161025
3.589946,57,691.477548
4.389432,45,709.354409
3.298611,36,723.803459
2.534675,29,735.76644
3.423826,48,754.152539
3.421809,33,766.565213
4.105897,49,786.570156
4.058538,39,802.468739
4.48607,43,820.064508
3.149504,44,837.847422
4.111287,48,858.638875
1.363266,18,866.271481
2.594785,39,883.262365
2.228597,29,894.749074
3.678118,44,912.247686
2.588871,35,926.886714
2.402532,30,939.161036
3.172753,48,957.851311
2.494451,30,970.368517
1.380655,18,976.86046
3.764384,40,994.977237
2.781557,32,1008.975055
2.930679,38,1024.375681
2.483726,26,1034.487071
2.101078,29,1046.476024
4.300371,52,1069.258744
2.928053,38,1085.059712
2.455175,32,1098.264628
2.306009,27,1109.943076
3.55526,52,1130.548107
2.729568,33,1143.451035
3.476929,47,1160.694384
4.16867,55,1181.869083
1.314606,12,1186.665318
1.737545,24,1196.161417
2.429307,24,1205.033427
2.82532,37,1220.365142
4.554689,47,1239.873358
3.527157,42,1258.378817
2.003129,23,1267.665851
3.952963,39,1283.855102
1.498962,17,1291.252567
1.748506,26,1301.863315
1.345297,18,1309.444629
1.361731,18,1316.364596
1.155495,16,1323.473385
2.180917,27,1334.372768
2.724998,31,1346.561133
1.855649,25,1357.080847
3.990449,59,1380.566116
2.690461,33,1394.166867
3.589946,57,1418.28963
3.751039,39,1434.366218
4.230603,50,1454.671366
2.716749,31,1466.944376
2.27081,33,1479.287244
4.623502,45,1497.656975
3.664824,42,1514.291634
4.058538,39,1530.371403
2.537131,22,1539.252591
3.771417,54,1561.876764
1.825909,21,1569.872338
4.045765,55,1593.066908
2.965938,46,1613.710204
3.377232,41,1630.355561
3.430476,41,1647.861134
3.757627,50,1667.66292
2.402532,30,1680.660367
3.067534,47,1699.795445
1.820729,23,1709.171234
1.446662,19,1717.672449
3.969317,43,1735.094987
2.362469,29,1748.153161
4.389256,56,1772.648579
3.5156,40,1789.367652
3.790392,52,1810.94372
1.445078,20,1818.656766
3.978889,53,1841.272698
3.409665,44,1859.746593
3.192677,35,1874.077662
0.651668,13,1879.247555
2.258098,27,1890.17319
1.675132,24,1899.259192
3.767299,48,1917.66445
3.32538,36,1930.679366
2.433682,32,1943.573392
3.591471,38,1957.541288
4.150625,54,1979.172769
