# {"t_start": 1768293732.4673991, "env_id": "PctContinuous-v0"} 
r,l,t
3.934437,37,13.711106
3.709134,52,37.984692
3.47549,42,55.985264
0.627964,9,59.983492
2.760292,43,77.494877
1.963582,25,88.622949
3.252533,39,103.499266
3.871679,51,123.783597
4.1435,44,142.7825
2.55102,39,159.101129
0.944446,12,163.784308
1.093723,14,169.090219
3.415875,38,183.406814
2.012479,26,193.483948
3.859614,51,213.105235
2.153395,22,221.90507
3.88059,53,245.381278
2.627531,34,261.403506
1.024077,12,266.99615
2.53903,33,280.506396
3.242596,36,296.903091
0.294731,8,299.77475
3.474456,46,318.2738
3.63477,50,339.118787
3.711607,46,360.01072
3.136611,34,374.001786
3.722248,46,393.771548
4.026935,42,409.676281
3.448299,46,427.674267
3.396415,33,439.41549
2.759857,36,453.185424
2.294668,28,463.394024
2.545657,29,474.66736
4.252368,54,496.927198
4.092505,56,519.88889
3.486207,47,539.877717
2.512585,36,554.489593
3.404375,43,572.082391
2.773112,36,587.289287
3.019318,33,601.09539
0.89232,14,606.295349
3.222342,49,626.799675
1.869894,23,636.910995
2.510544,37,652.416299
3.751039,39,670.369914
4.301203,51,691.684925
4.159269,48,710.813802
3.582081,51,731.616999
4.243484,41,747.889842
3.793581,43,764.2953
4.855927,49,784.051436
1.810757,17,790.585602
3.771417,54,812.568568
4.111287,48,831.867832
3.399518,46,851.66895
1.210718,18,859.490135
3.377232,41,876.881269
3.588395,43,894.709028
1.277993,17,901.501734
2.235414,27,912.302145
4.050988,62,938.007461
2.446531,29,949.485112
3.129101,42,966.679403
2.89367,32,978.803738
0.515231,8,982.285537
1.172917,16,990.085862
3.5156,40,1006.871908
3.965145,55,1029.470226
0.754467,10,1033.185747
4.877276,63,1059.768117
3.827821,48,1080.387177
3.474724,38,1096.079973
2.070085,33,1110.315216
0.628694,9,1113.495945
3.779777,53,1134.988052
3.356811,41,1149.986358
3.619768,41,1165.593129
3.722248,46,1183.417095
3.446033,36,1197.601136
2.541495,33,1210.469204
3.894964,41,1226.92765
0.810362,13,1232.691697
