# {"t_start": 1768293732.4542468, "env_id": "PctContinuous-v0"} 
r,l,t
1.810757,17,5.607345
3.408517,47,26.428421
2.395412,29,39.6175
3.809628,51,61.716836
3.083891,47,81.323258
3.109701,38,96.814494
0.865494,11,101.083113
1.142184,16,106.909003
2.753222,33,120.18572
1.78628,27,132.008756
2.675752,33,145.589659
3.416501,44,163.822031
3.415875,38,178.647292
1.182038,15,184.01646
1.56419,22,192.489508
2.922541,32,204.830283
2.9099,41,220.699406
2.98388,38,236.915613
4.267864,56,263.297185
2.53903,33,277.092467
4.063807,45,297.086746
4.136233,58,320.254011
0.871358,11,324.188774
3.540298,48,345.416971
3.087735,37,361.903203
3.136611,34,376.114625
2.848438,35,391.181587
3.591471,38,405.875235
1.601567,23,414.807531
3.828825,40,430.33517
1.735662,23,438.303728
3.728774,42,454.397021
3.20875,32,465.991737
2.249044,26,475.998497
3.607669,51,497.285118
2.783854,36,512.80848
4.166163,56,535.786094
2.55897,35,549.605728
2.899375,38,565.714971
1.95512,24,575.411582
2.020643,27,587.083483
2.375358,37,602.415323
2.887217,35,616.395234
1.721574,23,625.716326
3.751039,39,642.430433
3.366407,37,658.61395
2.308003,27,671.512193
3.297569,46,690.507112
3.483747,34,704.21473
2.56531,27,714.90916
4.284641,43,732.316447
2.940769,26,742.833009
3.771417,54,763.831151
2.049972,24,772.617837
3.399518,46,791.492504
2.177058,32,804.512884
1.256643,15,810.396318
3.868249,46,829.22149
3.061882,40,846.617194
2.911418,35,861.392202
3.49441,53,884.208809
1.963388,25,893.695976
1.942786,25,903.914554
3.415875,38,919.004328
3.179225,35,933.913867
4.389256,56,956.106472
3.5156,40,971.897238
4.544511,62,998.48942
2.146626,29,1011.297479
1.112617,13,1016.182442
3.291021,42,1033.304511
2.933446,31,1046.090235
3.046689,45,1066.120613
3.728303,50,1086.392837
3.601387,49,1107.503549
3.467042,42,1124.423292
2.965538,32,1137.023423
3.182207,39,1151.219682
3.271568,34,1164.114299
2.670458,35,1177.128688
3.129764,29,1188.703175
3.588489,43,1205.509699
3.951216,45,1223.999346
4.482783,44,1242.111905
4.252368,54,1265.692261
4.092505,56,1288.804232
3.486207,47,1308.598244
3.051539,42,1325.75898
3.269579,42,1342.897694
0.436294,8,1345.815364
3.148448,35,1360.506884
2.741795,35,1374.616872
2.51759,40,1390.930369
2.304868,28,1400.93258
3.451133,54,1425.218597
3.2212,32,1437.709221
3.366407,37,1453.018459
2.468752,28,1464.29656
4.32539,62,1488.425361
3.554733,35,1502.393795
2.888661,30,1514.293126
4.058538,39,1530.214154
3.17572,28,1541.70891
1.390097,21,1550.410501
3.249082,40,1566.603171
0.627964,9,1570.159427
2.534696,38,1586.629971
2.874514,35,1601.90542
3.588395,43,1620.405272
2.853918,38,1636.188825
